,B,V
62451,22.071,20.76
62452,22.82,21.844
62453,20.915,20.118
62454,20.893,20.153
62455,19.868,19.274
62456,19.483,19.065
62457,20.882,20.093
62458,18.093,17.392
62459,20.79,19.99
62460,17.809,17.01
62461,19.965,19.179
62462,20.35,19.645
62463,,21.768
62464,19.419,18.77
62465,21.194,20.308
62466,21.824,21.484
62467,21.437,20.542
62468,18.441,17.675
62469,21.865,20.667
62470,15.049,14.96
62471,20.596,19.841
62472,21.825,20.686
62473,18.817,18.344
62474,21.832,21.515
62475,18.648,18.094
62476,18.509,17.943
62477,20.766,19.856
62478,,
62479,21.266,20.277
62480,19.577,18.979
62481,22.665,21.113
62482,18.566,17.981
62483,19.306,18.782
62484,18.571,17.832
62485,19.807,19.135
62486,20.438,19.756
62487,17.328,16.571
62488,21.613,20.781
62489,19.76,19.117
62490,20.228,19.642
62491,21.302,20.508
62492,21.107,20.232
62493,22.344,21.278
62494,20.405,19.659
62495,19.214,18.34
62496,22.657,21.085
62497,21.045,20.332
62498,19.79,19.164
62499,20.897,20.27
62500,22.617,21.704
62501,,22.828
62502,21.261,20.54
62503,20.039,19.399
62504,22.244,21.223
62505,19.218,18.671
62506,21.999,21.055
62507,20.031,19.373
62508,21.03,20.271
62509,18.683,18.171
62510,20.089,19.52
62511,18.602,18.102
62512,19.912,19.278
62513,18.866,18.271
62514,22.032,20.726
62515,18.9,18.361
62516,20.698,19.89
62517,21.615,20.206
62518,18.729,18.154
62519,18.398,17.891
62520,,22.306
62521,20.349,19.589
62522,20.846,19.925
62523,19.275,18.746
62524,17.4,16.563
62525,19.168,18.544
62526,21.763,20.421
62527,20.65,19.915
62528,18.493,17.964
62529,20.749,19.775
62530,19.007,18.436
62531,20.791,19.889
62532,21.308,20.714
62533,19.797,19.236
62534,20.485,19.536
62535,14.154,13.064
62536,20.748,20.012
62537,19.729,19.227
62538,20.513,19.786
62539,22.161,20.891
62540,22.326,21.39
62541,12.75,12.137
62542,20.041,19.654
62543,20.96,20.206
62544,19.514,18.854
62545,22.025,20.914
62546,19.256,18.516
62547,18.428,17.548
62548,21.007,20.078
62549,18.426,17.72
62550,23.211,21.678
62551,20.562,19.951
62552,20.219,19.418
62553,22.514,20.307
62554,21.769,21.433
62555,21.017,20.226
62556,,21.404
62557,21.411,20.284
62558,18.612,18.039
62559,18.21,17.756
62560,22.08,21.483
62561,19.206,18.658
62562,20.452,19.833
62563,23.412,21.797
62564,20.557,19.764
62565,21.139,20.378
62566,20.693,20.188
62567,,
62568,21.597,20.382
62569,21.141,20.393
62570,20.863,20.095
62571,22.167,21.476
62572,20.947,20.387
62573,22.173,20.815
62574,18.788,18.743
62575,19.089,18.591
62576,22.205,21.109
62577,20.888,20.068
62578,21.026,20.222
62579,20.599,19.796
62580,15.281,14.36
62581,22.335,21.66
62582,19.352,18.889
62583,19.174,18.648
62584,19.926,19.303
62585,19.05,18.481
62586,20.192,19.499
62587,20.047,19.41
62588,,22.032
62589,21.359,19.969
62590,22.337,20.968
62591,22.819,21.712
62592,22.131,20.948
62593,21.034,20.299
62594,21.116,20.337
62595,20.175,19.542
62596,20.998,20.165
62597,18.495,17.914
62598,22.638,21.584
62599,18.647,18.083
62600,17.248,16.475
62601,,21.029
62602,22.35,21.42
62603,20.932,20.221
62604,22.475,22.058
62605,20.667,19.877
62606,20.694,19.905
62607,22.205,
62608,18.895,18.352
62609,19.084,18.56
62610,19.284,18.787
62611,22.274,21.561
62612,21.891,20.715
62613,21.049,20.417
62614,19.998,19.379
62615,19.417,18.756
62616,21.395,20.335
62617,21.039,20.103
62618,22.069,20.65
62619,,21.673
62620,,21.51
62621,,22.257
62622,18.322,17.766
62623,,20.06
62624,22.005,20.508
62625,20.107,19.501
62626,17.639,16.937
62627,18.651,18.154
62628,18.465,17.897
62629,19.87,19.268
62630,22.298,20.839
62631,22.781,22.058
62632,22.944,21.882
62633,19.349,18.822
62634,22.645,21.167
62635,17.148,16.336
62636,22.706,21.693
62637,22.204,21.268
62638,22.959,21.588
62639,21.329,20.361
62640,20.125,19.4
62641,23.404,21.793
62642,22.969,21.961
62643,21.912,20.904
62644,21.086,20.547
62645,,22.454
62646,18.427,17.916
62647,20.779,20.01
62648,17.512,16.663
62649,22.877,21.685
62650,19.217,18.685
62651,21.108,20.32
62652,14.626,14.088
62653,22.194,21.189
62654,19.773,19.228
62655,21.187,20.187
62656,20.371,19.718
62657,19.064,18.526
62658,21.894,20.705
62659,19.27,18.756
62660,18.549,18.032
62661,21.201,20.231
62662,19.277,18.715
62663,18.946,18.325
62664,21.34,20.93
62665,20.185,19.628
62666,20.161,19.604
62667,,20.87
62668,20.841,19.869
62669,18.85,18.229
62670,,20.991
62671,17.545,16.795
62672,20.466,19.634
62673,18.23,17.538
62674,21.037,19.387
62675,19.483,18.965
62676,20.824,19.979
62677,21.011,20.012
62678,20.341,19.733
62679,18.089,17.332
62680,18.257,17.52
62681,21.89,20.639
62682,19.693,19.129
62683,20.091,19.395
62684,14.963,14.857
62685,21.79,20.681
62686,21.258,20.308
62687,19.054,18.498
62688,21.285,20.302
62689,19.237,18.7
62690,22.791,21.401
62691,21.496,20.6
62692,22.91,22.117
62693,22.8,21.485
62694,20.218,19.587
62695,22.663,21.219
62696,20.959,19.991
62697,18.81,18.247
62698,22.185,21.219
62699,20.594,19.933
62700,20.472,19.922
62701,20.104,19.469
62702,22.469,21.452
62703,20.402,19.674
62704,20.194,19.562
62705,21.274,20.602
62706,22.609,21.368
62707,18.29,17.73
62708,19.8,19.247
62709,20.47,19.846
62710,21.39,20.393
62711,19.101,18.057
62712,19.2,18.565
62713,20.998,20.036
62714,18.261,17.714
62715,21.051,
62716,22.158,21.036
62717,21.449,20.891
62718,18.026,17.346
62719,18.364,17.656
62720,21.664,20.607
62721,21.719,20.79
62722,20.642,19.865
62723,15.58,15.621
62724,19.04,18.476
62725,21.512,21.162
62726,20.9,19.96
62727,18.568,18.014
62728,21.255,20.363
62729,18.482,17.948
62730,20.496,19.687
62731,21.503,20.586
62732,20.34,19.543
62733,18.416,17.79
62734,22.534,21.246
62735,18.856,18.225
62736,19.34,18.951
62737,19.306,18.729
62738,,21.542
62739,18.698,18.145
62740,22.133,20.944
62741,20.771,19.914
62742,19.506,18.928
62743,20.46,19.649
62744,15.401,14.469
62745,20.679,20.465
62746,22.873,21.438
62747,22.683,21.427
62748,21.778,20.803
62749,22.719,21.572
62750,21.571,20.615
62751,22.694,21.738
62752,22.099,21.39
62753,21.891,20.936
62754,20.738,20.011
62755,20.659,20.001
62756,20.517,19.925
62757,22.646,21.439
62758,21.962,21.162
62759,18.304,17.763
62760,18.254,17.747
62761,20.761,20.08
62762,19.144,18.585
62763,20.454,19.665
62764,22.228,20.852
62765,21.198,20.506
62766,19.01,18.462
62767,21.659,20.565
62768,19.635,19.069
62769,,21.601
62770,,21.577
62771,21.008,20.058
62772,20.291,19.597
62773,18.064,17.395
62774,21.456,20.585
62775,20.001,19.492
62776,21.444,20.481
62777,20.598,19.686
62778,16.557,15.781
62779,20.217,19.531
62780,18.598,18.049
62781,18.184,17.486
62782,15.87,14.813
62783,20.926,19.899
62784,21.336,21.071
62785,20.596,19.846
62786,19.827,19.1
62787,19.654,18.98
62788,17.931,17.343
62789,19.472,18.884
62790,18.624,18.271
62791,20.966,20.017
62792,22.539,20.963
62793,19.079,18.39
62794,19.573,18.967
62795,21.751,20.404
62796,21.835,20.768
62797,22.046,20.98
62798,20.492,19.779
62799,20.725,20.046
62800,20.977,20.172
62801,20.172,19.383
62802,19.543,18.931
62803,17.224,16.447
62804,20.72,20.182
62805,17.05,16.278
62806,20.483,19.812
62807,18.596,18.069
62808,19.81,19.162
62809,18.508,17.964
62810,21.314,20.581
62811,20.846,20.114
62812,20.802,20.23
62813,20.655,20.201
62814,20.763,19.965
62815,18.589,18.043
62816,21.242,19.894
62817,21.868,20.652
62818,19.328,18.774
62819,18.52,17.973
62820,19.737,19.11
62821,21.216,20.619
62822,19.848,19.262
62823,20.287,19.637
62824,17.5,16.789
62825,19.299,18.729
62826,18.716,18.179
62827,21.524,20.316
62828,21.775,20.737
62829,22.157,21.241
62830,20.21,20.119
62831,,21.491
62832,19.482,18.936
62833,19.446,18.902
62834,20.88,20.29
62835,19.948,19.454
62836,20.899,19.769
62837,21.436,20.562
62838,20.907,20.071
62839,21.192,20.247
62840,20.928,20.021
62841,18.655,18.101
62842,21.392,20.304
62843,19.622,18.98
62844,,22.169
62845,20.945,20.052
62846,21.704,20.889
62847,19.849,19.225
62848,19.04,18.573
62849,,22.481
62850,22.893,21.834
62851,20.698,19.928
62852,21.144,20.298
62853,21.802,21.113
62854,22.359,21.187
62855,,22.116
62856,22.221,21.255
62857,19.303,18.736
62858,23.118,21.321
62859,20.056,19.412
62860,,22.041
62861,18.865,18.36
62862,20.404,19.7
62863,20.732,20.017
62864,20.865,20.081
62865,19.885,19.306
62866,21.076,20.272
62867,21.721,21.086
62868,22.172,21.384
62869,18.729,18.354
62870,22.429,21.707
62871,21.098,20.305
62872,20.85,20.353
62873,20.827,20.029
62874,21.963,20.904
62875,,21.857
62876,20.099,19.397
62877,20.165,19.421
62878,19.799,19.116
62879,22.323,20.94
62880,20.124,19.359
62881,19.18,18.653
62882,18.466,18.005
62883,20.532,19.822
62884,21.012,20.151
62885,19.367,18.834
62886,21.704,20.369
62887,19.416,18.771
62888,17.875,17.069
62889,20.278,19.567
62890,21.048,20.058
62891,21.063,20.221
62892,20.005,19.33
62893,22.211,21.034
62894,22.27,20.764
62895,22.298,21.073
62896,20.769,20.48
62897,18.987,18.58
62898,19.78,19.129
62899,22.354,21.257
62900,20.699,20.031
62901,18.678,18.136
62902,22.953,21.852
62903,20.145,19.45
62904,20.202,19.51
62905,21.458,20.585
62906,20.305,19.692
62907,21.855,20.815
62908,20.993,20.171
62909,20.703,20.013
62910,20.467,19.791
62911,21.785,21.079
62912,18.653,18.157
62913,21.121,19.547
62914,20.373,19.717
62915,20.407,19.744
62916,21.784,20.53
62917,,21.504
62918,20.251,19.484
62919,19.878,19.284
62920,22.17,22.099
62921,21.605,20.07
62922,18.685,
62923,21.311,20.582
62924,19.383,18.961
62925,19.772,19.119
62926,20.817,19.966
62927,19.239,18.647
62928,18.758,18.188
62929,18.443,17.909
62930,19.287,18.691
62931,21.582,20.742
62932,18.521,17.971
62933,20.83,20.144
62934,15.305,14.366
62935,18.176,17.581
62936,19.522,18.916
62937,18.993,18.293
62938,,21.881
62939,18.259,17.611
62940,19.627,18.907
62941,21.113,20.596
62942,22.435,21.513
62943,20.124,19.465
62944,17.617,16.879
62945,21.05,20.39
62946,21.509,20.718
62947,20.443,19.696
62948,19.985,19.455
62949,21.446,20.842
62950,22.631,21.871
62951,20.446,19.785
62952,19.25,18.674
62953,19.974,19.369
62954,19.193,18.639
62955,20.199,19.562
62956,21.626,20.742
62957,22.84,21.393
62958,22.272,21.393
62959,21.225,19.656
62960,,21.788
62961,21.07,20.367
62962,20.017,19.385
62963,20.984,20.177
62964,22.73,21.328
62965,21.361,20.371
62966,19.267,18.708
62967,18.056,17.358
62968,22.123,20.994
62969,21.071,20.394
62970,19.202,18.658
62971,20.88,19.952
62972,20.712,19.837
62973,21.448,20.555
62974,22.229,20.596
62975,18.879,18.341
62976,22.112,20.681
62977,20.057,19.356
62978,19.399,18.738
62979,21.808,20.563
62980,21.223,20.614
62981,20.139,19.435
62982,19.828,19.227
62983,18.953,18.362
62984,21.707,20.577
62985,20.755,19.994
62986,19.58,19.0
62987,18.771,18.173
62988,18.888,18.261
62989,19.667,19.001
62990,21.204,20.973
62991,18.791,18.626
62992,21.909,21.377
62993,19.498,18.906
62994,19.099,18.579
62995,22.979,21.357
62996,22.75,21.527
62997,22.68,21.549
62998,20.74,19.973
62999,22.25,20.914
63000,20.54,19.856
63001,20.002,19.277
63002,21.008,20.389
63003,20.104,19.435
63004,20.353,19.452
63005,,22.675
63006,20.903,20.166
63007,21.578,20.75
63008,19.028,18.446
63009,20.506,19.749
63010,19.574,18.999
63011,22.131,21.157
63012,22.713,22.094
63013,20.94,20.226
63014,22.21,21.139
63015,22.834,21.576
63016,18.402,17.774
63017,20.998,20.311
63018,19.044,18.496
63019,20.526,19.835
63020,20.649,19.867
63021,19.63,19.078
63022,19.2,18.518
63023,23.133,20.925
63024,22.143,20.501
63025,20.439,19.646
63026,21.805,20.119
63027,20.768,20.106
63028,19.387,18.786
63029,,21.408
63030,20.768,19.902
63031,21.271,
63032,20.594,19.81
63033,20.742,19.794
63034,19.744,19.027
63035,18.619,18.172
63036,22.044,20.512
63037,21.385,20.28
63038,20.498,19.619
63039,20.845,20.021
63040,20.932,19.877
63041,,18.42
63042,22.629,21.701
63043,,22.234
63044,22.339,20.769
63045,18.902,18.32
63046,21.96,20.528
63047,22.223,20.724
63048,21.022,20.415
63049,18.644,18.176
63050,21.794,20.628
63051,19.196,18.65
63052,,22.298
63053,20.568,19.657
63054,21.64,20.965
63055,21.037,20.326
63056,21.717,20.825
63057,20.602,19.863
63058,23.103,21.935
63059,19.833,19.176
63060,19.652,19.002
63061,22.059,20.904
63062,21.144,20.031
63063,20.109,19.37
63064,22.299,21.631
63065,23.109,21.739
63066,21.349,20.524
63067,21.841,20.789
63068,20.798,20.136
63069,21.876,21.555
63070,24.065,21.892
63071,19.317,18.727
63072,20.843,20.046
63073,19.968,19.365
63074,20.172,19.55
63075,,22.171
63076,20.822,19.998
63077,,20.852
63078,,18.138
63079,16.412,15.571
63080,18.101,17.475
63081,21.13,20.292
63082,21.213,20.118
63083,21.182,20.2
63084,19.483,18.861
63085,20.321,19.523
63086,20.077,19.467
63087,18.828,18.311
63088,21.538,20.463
63089,20.047,19.225
63090,21.537,20.429
63091,,20.854
63092,18.041,17.071
63093,20.346,19.666
63094,22.025,20.943
63095,20.986,20.195
63096,,21.606
63097,19.408,18.796
63098,21.125,20.162
63099,21.749,20.772
63100,21.564,20.489
63101,22.772,21.539
63102,19.858,19.349
63103,19.503,18.917
63104,22.892,
63105,,22.547
63106,23.268,21.659
63107,21.103,20.28
63108,19.36,18.742
63109,22.605,21.376
63110,22.653,21.618
63111,22.698,21.614
63112,19.941,19.29
63113,20.133,19.571
63114,22.248,21.323
63115,21.722,20.927
63116,22.675,22.011
63117,23.079,21.985
63118,19.435,18.866
63119,20.527,19.8
63120,19.32,18.768
63121,19.442,18.866
63122,20.626,19.872
63123,15.005,14.319
63124,21.006,20.223
63125,20.508,19.725
63126,20.056,19.367
63127,21.983,21.319
63128,15.626,14.954
63129,20.668,19.807
63130,18.872,18.065
63131,19.715,18.813
63132,21.996,21.075
63133,19.672,18.973
63134,19.05,18.311
63135,22.169,21.153
63136,19.767,19.037
63137,19.356,18.79
63138,19.749,19.078
63139,,20.096
63140,16.032,15.152
63141,19.034,18.435
63142,22.058,20.888
63143,,22.145
63144,20.478,19.827
63145,,21.876
63146,20.922,19.966
63147,21.064,20.501
63148,21.983,21.106
63149,20.797,20.014
63150,22.153,21.078
63151,18.929,18.395
63152,20.815,20.082
63153,21.891,20.906
63154,22.675,21.36
63155,22.019,20.955
63156,19.091,18.52
63157,18.879,18.341
63158,20.146,19.514
63159,18.803,18.228
63160,18.713,17.942
63161,19.902,19.288
63162,21.896,20.867
63163,23.375,21.552
63164,22.284,21.357
63165,19.218,18.672
63166,19.95,19.282
63167,16.139,15.207
63168,22.646,21.633
63169,20.161,19.445
63170,19.813,19.253
63171,20.527,19.98
63172,19.071,18.533
63173,21.032,20.085
63174,22.797,21.698
63175,20.682,19.868
63176,21.352,20.374
63177,21.183,20.207
63178,19.357,18.762
63179,21.409,20.341
63180,,22.0
63181,18.832,18.301
63182,20.889,20.209
63183,20.545,20.011
63184,19.749,19.102
63185,19.06,18.445
63186,22.009,21.161
63187,20.928,20.06
63188,21.957,21.421
63189,,20.733
63190,21.903,21.068
63191,16.677,15.852
63192,23.228,20.749
63193,18.557,17.994
63194,18.505,17.92
63195,19.971,19.346
63196,19.351,18.736
63197,19.602,19.117
63198,18.596,17.804
63199,22.31,20.804
63200,20.366,19.49
63201,22.48,21.237
63202,21.226,20.484
63203,,22.7
63204,21.895,20.894
63205,20.802,20.029
63206,,21.816
63207,19.631,19.046
63208,21.082,20.207
63209,21.589,20.774
63210,19.123,18.552
63211,,21.806
63212,20.872,19.997
63213,21.843,21.474
63214,20.803,20.083
63215,20.012,19.382
63216,21.806,20.893
63217,,21.551
63218,22.987,22.177
63219,21.291,20.458
63220,21.692,21.181
63221,18.699,18.187
63222,20.579,19.842
63223,21.871,21.538
63224,16.719,15.902
63225,18.739,18.329
63226,19.837,19.189
63227,22.064,20.788
63228,22.606,21.805
63229,20.669,19.913
63230,,21.322
63231,,21.598
63232,20.989,20.032
63233,19.494,18.842
63234,,21.73
63235,20.262,19.491
63236,22.655,21.35
63237,20.991,20.015
63238,19.514,18.869
63239,21.417,20.54
63240,,20.595
63241,21.085,20.159
63242,19.57,19.001
63243,18.94,18.407
63244,20.627,19.802
63245,,21.757
63246,16.267,15.378
63247,19.926,18.51
63248,,21.871
63249,,20.954
63250,21.606,20.887
63251,18.816,18.259
63252,22.052,20.901
63253,20.781,20.097
63254,22.337,21.205
63255,23.636,22.143
63256,19.276,18.663
63257,18.603,18.056
63258,22.331,21.079
63259,18.72,18.148
63260,19.09,18.584
63261,19.351,18.828
63262,20.415,19.598
63263,22.152,21.376
63264,22.988,21.963
63265,19.46,18.863
63266,19.22,18.624
63267,19.948,19.304
63268,19.768,19.165
63269,20.647,19.942
63270,20.708,19.971
63271,20.114,19.433
63272,21.791,20.858
63273,21.325,19.998
63274,19.81,19.245
63275,20.645,19.777
63276,21.015,20.16
63277,19.806,19.102
63278,18.783,18.309
63279,,19.868
63280,18.649,18.117
63281,21.085,20.044
63282,20.78,19.808
63283,18.79,18.195
63284,,22.278
63285,20.63,19.9
63286,21.183,20.267
63287,,21.673
63288,21.487,20.338
63289,15.648,14.763
63290,19.201,18.898
63291,21.417,20.294
63292,23.146,20.984
63293,21.931,20.825
63294,22.225,20.865
63295,20.548,19.76
63296,,21.423
63297,22.381,21.022
63298,19.896,19.262
63299,20.634,20.016
63300,20.164,19.518
63301,22.084,21.158
63302,19.328,18.761
63303,,22.56
63304,,21.848
63305,19.623,19.021
63306,,22.55
63307,18.715,18.155
63308,19.471,18.911
63309,,22.62
63310,20.633,19.913
63311,19.951,19.398
63312,20.244,19.62
63313,22.09,20.898
63314,21.312,20.306
63315,22.512,21.111
63316,21.044,20.275
63317,20.079,19.351
63318,20.085,19.405
63319,17.562,16.837
63320,19.525,18.899
63321,21.913,20.723
63322,19.85,18.866
63323,20.441,
63324,22.295,21.252
63325,,
63326,22.505,21.373
63327,18.892,18.425
63328,19.718,19.121
63329,22.272,21.26
63330,18.475,17.85
63331,20.275,19.577
63332,19.478,18.959
63333,22.151,20.81
63334,21.02,20.221
63335,20.164,19.373
63336,18.79,18.215
63337,21.95,20.698
63338,,21.221
63339,15.275,14.231
63340,19.228,18.65
63341,15.336,14.282
63342,22.223,21.643
63343,22.635,20.943
63344,22.24,20.917
63345,19.524,18.933
63346,21.293,20.308
63347,21.526,21.071
63348,20.182,19.651
63349,21.694,20.823
63350,20.294,19.67
63351,19.392,18.703
63352,22.105,21.063
63353,21.8,20.875
63354,19.953,19.293
63355,21.31,20.417
63356,20.219,19.386
63357,22.096,21.381
63358,22.332,21.256
63359,21.627,20.651
63360,21.554,20.702
63361,20.278,19.569
63362,23.073,21.763
63363,20.039,19.301
63364,21.001,20.299
63365,22.391,21.575
63366,17.247,16.442
63367,18.824,18.359
63368,21.847,21.054
63369,21.037,20.083
63370,,21.197
63371,21.316,20.495
63372,19.29,18.713
63373,20.305,19.653
63374,19.08,18.501
63375,19.098,18.465
63376,20.21,19.596
63377,21.864,21.122
63378,20.591,19.819
63379,18.908,18.295
63380,,21.911
63381,21.245,20.699
63382,17.602,16.85
63383,24.059,20.406
63384,,21.668
63385,20.57,19.645
63386,22.428,21.637
63387,20.687,19.815
63388,20.926,20.229
63389,22.447,20.937
63390,22.212,21.011
63391,19.872,19.064
63392,20.364,19.706
63393,19.268,18.694
63394,18.053,17.362
63395,19.677,19.064
63396,21.411,20.751
63397,22.107,21.003
63398,18.239,17.45
63399,20.064,19.444
63400,20.962,20.547
63401,22.435,21.342
63402,20.17,19.531
63403,21.607,21.025
63404,18.758,18.199
63405,22.265,21.474
63406,22.026,21.194
63407,21.121,20.298
63408,,21.615
63409,22.657,21.575
63410,20.403,19.691
63411,22.657,21.691
63412,21.993,21.058
63413,17.829,17.116
63414,20.583,19.792
63415,18.436,17.893
63416,18.823,18.301
63417,18.519,17.972
63418,19.086,18.539
63419,21.957,20.997
63420,21.679,20.552
63421,21.792,20.689
63422,20.919,20.024
63423,18.525,17.903
63424,21.35,20.429
63425,21.665,20.717
63426,18.781,18.315
63427,18.75,18.218
63428,19.692,19.02
63429,21.509,20.32
63430,20.251,19.601
63431,17.999,17.256
63432,21.889,20.614
63433,18.326,17.798
63434,19.833,19.199
63435,20.448,19.815
63436,,18.585
63437,18.068,17.765
63438,19.585,18.893
63439,19.193,18.681
63440,20.075,19.353
63441,19.954,19.371
63442,22.358,20.836
63443,19.974,19.329
63444,22.109,21.058
63445,21.026,20.04
63446,21.118,20.37
63447,21.44,20.343
63448,19.085,18.553
63449,20.283,19.607
63450,22.078,21.011
63451,20.459,19.728
63452,22.815,21.02
63453,22.166,20.914
63454,22.938,22.069
63455,,20.916
63456,19.745,19.129
63457,21.971,21.224
63458,18.932,18.391
63459,21.77,20.706
63460,20.022,19.437
63461,20.25,19.557
63462,20.118,19.426
63463,21.952,20.721
63464,23.874,22.285
63465,19.382,18.836
63466,21.003,20.192
63467,20.236,19.581
63468,19.306,18.686
63469,19.09,18.535
63470,20.556,19.986
63471,22.605,21.29
63472,21.854,20.895
63473,22.53,21.322
63474,20.671,19.896
63475,21.371,20.704
63476,19.556,18.991
63477,18.947,18.372
63478,19.883,19.235
63479,,21.02
63480,20.32,19.641
63481,21.681,20.644
63482,18.562,17.971
63483,21.391,20.509
63484,18.257,17.763
63485,22.537,20.727
63486,22.002,20.529
63487,19.936,19.272
63488,20.948,20.054
63489,21.183,20.395
63490,21.196,20.23
63491,20.016,19.684
63492,18.837,18.309
63493,19.065,18.567
63494,18.377,17.769
63495,19.379,18.795
63496,,20.91
63497,20.144,19.345
63498,21.589,20.242
63499,,22.013
63500,18.775,18.226
63501,20.407,19.495
63502,20.276,19.61
63503,21.444,20.499
63504,19.454,18.915
63505,,21.723
63506,21.758,20.6
63507,17.824,17.025
63508,,19.387
63509,21.479,20.607
63510,22.755,21.914
63511,18.443,17.847
63512,20.326,19.599
63513,20.548,19.852
63514,23.53,21.855
63515,19.439,18.869
63516,19.985,19.332
63517,20.591,19.876
63518,18.63,18.045
63519,18.432,17.785
63520,22.293,21.035
63521,22.616,21.369
63522,21.116,20.158
63523,21.066,20.274
63524,21.568,20.652
63525,22.758,21.888
63526,21.065,20.087
63527,22.412,21.683
63528,19.336,18.718
63529,21.894,20.782
63530,17.522,16.953
63531,20.981,20.156
63532,20.448,19.65
63533,19.538,18.913
63534,20.342,19.634
63535,21.684,20.576
63536,18.306,17.692
63537,20.178,19.545
63538,18.187,17.646
63539,18.531,17.969
63540,21.419,20.741
63541,19.622,19.041
63542,20.809,19.776
63543,19.236,18.664
63544,21.625,21.045
63545,,20.717
63546,18.618,17.852
63547,20.862,19.876
63548,22.059,20.898
63549,19.959,19.275
63550,,21.633
63551,20.989,20.141
63552,22.429,21.216
63553,22.209,20.714
63554,21.73,20.466
63555,19.161,18.771
63556,20.502,19.701
63557,19.337,18.758
63558,20.53,19.582
63559,19.812,19.179
63560,20.354,19.633
63561,22.252,21.003
63562,21.896,20.921
63563,20.395,19.733
63564,20.736,19.965
63565,22.357,21.405
63566,22.446,21.357
63567,19.827,18.917
63568,20.131,19.501
63569,20.063,19.326
63570,22.049,21.229
63571,20.084,19.526
63572,20.667,19.963
63573,21.28,20.313
63574,19.435,18.851
63575,15.962,15.099
63576,21.839,21.041
63577,18.446,17.884
63578,21.397,20.457
63579,19.897,19.17
63580,19.665,18.869
63581,21.899,21.108
63582,18.362,17.823
63583,20.483,19.567
63584,18.952,18.409
63585,20.034,19.273
63586,18.747,17.969
63587,19.329,18.823
63588,21.531,20.442
63589,22.068,20.821
63590,22.978,21.384
63591,18.779,18.228
63592,20.589,19.793
63593,22.4,21.613
63594,22.155,20.521
63595,20.379,19.633
63596,20.185,19.495
63597,22.339,21.939
63598,20.62,20.077
63599,20.605,19.779
63600,18.11,17.667
63601,20.44,19.756
63602,20.801,19.897
63603,22.276,21.44
63604,18.996,18.404
63605,22.205,21.738
63606,19.046,18.539
63607,21.384,20.416
63608,18.205,17.589
63609,22.554,21.881
63610,19.087,18.5
63611,,22.616
63612,23.395,21.861
63613,,21.855
63614,18.688,17.99
63615,21.199,20.21
63616,21.618,20.651
63617,20.354,19.672
63618,22.653,21.393
63619,20.509,19.798
63620,18.827,18.295
63621,,20.962
63622,20.726,19.947
63623,20.083,19.424
63624,22.098,20.835
63625,17.717,17.208
63626,19.365,18.716
63627,19.483,18.863
63628,,22.202
63629,19.658,18.995
63630,20.34,19.746
63631,21.161,20.809
63632,20.776,19.669
63633,19.679,18.744
63634,21.401,
63635,21.271,20.443
63636,22.385,21.627
63637,20.238,19.526
63638,19.667,19.032
63639,,21.394
63640,19.776,19.215
63641,22.95,21.689
63642,20.109,19.48
63643,20.309,19.452
63644,22.852,22.028
63645,,21.534
63646,19.719,19.04
63647,22.022,21.098
63648,19.128,18.548
63649,20.105,19.257
63650,21.958,21.211
63651,22.196,21.422
63652,,20.008
63653,22.753,21.592
63654,19.799,19.24
63655,21.748,20.935
63656,20.124,19.43
63657,21.91,20.749
63658,20.434,19.825
63659,21.79,20.72
63660,21.048,20.189
63661,,22.078
63662,19.481,18.632
63663,21.307,20.35
63664,20.694,19.952
63665,21.954,21.035
63666,20.874,20.079
63667,19.679,19.014
63668,20.421,19.648
63669,,22.902
63670,22.027,21.101
63671,21.278,20.443
63672,22.716,22.218
63673,19.815,19.237
63674,22.118,21.008
63675,23.718,22.116
63676,19.726,19.118
63677,20.65,19.922
63678,22.158,21.293
63679,21.886,20.997
63680,20.118,19.554
63681,21.362,20.526
63682,21.599,20.778
63683,22.803,21.68
63684,23.247,21.579
63685,21.189,20.257
63686,21.116,20.184
63687,22.667,21.471
63688,19.348,18.849
63689,20.908,20.244
63690,19.352,18.816
63691,19.143,18.565
63692,17.636,16.895
63693,,21.473
63694,,22.094
63695,21.2,20.412
63696,22.381,20.778
63697,21.724,20.429
63698,20.233,19.535
63699,19.173,18.59
63700,22.4,20.721
63701,,21.869
63702,22.477,20.989
63703,,20.822
63704,20.674,20.378
63705,20.317,19.551
63706,20.525,19.584
63707,19.256,18.767
63708,21.288,20.266
63709,21.4,20.181
63710,21.864,20.505
63711,20.063,19.248
63712,21.056,20.111
63713,17.315,16.547
63714,21.742,20.746
63715,21.557,20.575
63716,21.706,20.447
63717,22.282,21.315
63718,20.19,19.464
63719,19.883,19.206
63720,17.139,16.362
63721,21.311,20.46
63722,,21.219
63723,22.661,21.565
63724,,21.048
63725,22.232,21.123
63726,20.104,19.511
63727,21.119,20.233
63728,21.681,20.818
63729,18.698,18.141
63730,19.112,18.525
63731,,22.609
63732,17.595,16.884
63733,21.125,20.426
63734,19.904,19.299
63735,19.523,18.932
63736,,22.297
63737,20.495,19.7
63738,20.746,20.011
63739,20.758,19.93
63740,20.22,19.612
63741,21.203,20.444
63742,22.538,21.503
63743,21.38,20.527
63744,19.641,19.072
63745,19.168,18.594
63746,22.67,21.412
63747,20.775,20.004
63748,21.051,20.402
63749,21.051,20.085
63750,20.292,20.434
