,B,V
16764,20.612,19.78
16765,20.058,19.402
16766,19.809,18.891
16767,21.677,20.445
16768,18.802,18.238
16769,22.137,21.065
16770,21.974,21.046
16771,20.186,19.559
16772,22.219,21.103
16773,16.091,15.344
16774,20.727,19.375
16775,,21.642
16776,21.613,20.726
16777,22.571,21.287
16778,21.835,21.012
16779,22.655,22.468
16780,23.01,21.782
16781,20.485,19.696
16782,14.987,14.862
16783,19.276,18.694
16784,21.447,20.697
16785,22.571,22.198
16786,21.193,20.34
16787,22.537,20.84
16788,22.785,21.339
16789,14.828,14.637
16790,21.645,20.817
16791,22.212,21.702
16792,20.759,20.186
16793,22.64,21.465
16794,19.908,19.175
16795,21.875,21.094
16796,21.81,20.885
16797,22.558,21.717
16798,20.113,19.479
16799,21.269,20.383
16800,22.271,21.208
16801,19.021,18.413
16802,19.564,18.961
16803,22.47,21.048
16804,18.563,17.939
16805,22.543,21.08
16806,23.041,22.041
16807,22.908,22.298
16808,20.126,19.465
16809,21.583,20.505
16810,21.908,20.826
16811,23.014,20.834
16812,19.361,18.721
16813,18.572,17.992
16814,20.915,20.119
16815,20.167,19.512
16816,,22.302
16817,22.272,21.443
16818,22.031,21.487
16819,,21.683
16820,21.69,20.704
16821,20.163,19.479
16822,16.645,15.713
16823,18.374,17.811
16824,17.925,17.518
16825,22.329,21.037
16826,22.581,21.689
16827,21.392,20.671
16828,23.036,21.897
16829,22.719,21.365
16830,21.761,21.274
16831,19.42,18.89
16832,22.133,21.528
16833,22.786,21.885
16834,22.306,21.125
16835,21.031,20.306
16836,22.118,20.967
16837,22.261,21.274
16838,22.546,21.859
16839,22.407,21.392
16840,21.995,21.128
16841,,22.823
16842,18.303,17.741
16843,21.068,20.33
16844,18.652,18.15
16845,19.932,19.283
16846,22.663,21.691
16847,21.225,20.342
16848,21.085,20.164
16849,22.324,21.099
16850,20.814,20.026
16851,20.591,19.856
16852,21.112,20.289
16853,20.355,19.664
16854,14.816,13.635
16855,21.569,20.788
16856,20.701,19.991
16857,23.758,22.208
16858,23.62,22.079
16859,21.846,20.896
16860,21.0,20.238
16861,19.847,19.253
16862,22.293,21.099
16863,20.081,19.453
16864,20.353,19.748
16865,22.715,22.039
16866,22.529,21.071
16867,21.037,20.612
16868,21.596,20.736
16869,21.425,20.523
16870,21.515,20.774
16871,21.139,20.255
16872,22.251,21.572
16873,18.38,17.6
16874,21.43,20.687
16875,21.857,21.242
16876,23.097,22.001
16877,21.704,20.722
16878,22.366,21.274
16879,20.106,19.466
16880,21.745,20.56
16881,23.1,21.563
16882,18.256,17.598
16883,21.572,20.673
16884,23.174,22.549
16885,21.024,20.398
16886,21.16,20.499
16887,21.152,20.29
16888,21.313,20.668
16889,22.421,21.25
16890,18.389,17.859
16891,22.541,21.113
16892,21.83,20.838
16893,21.802,20.775
16894,,21.587
16895,22.458,20.962
16896,21.622,20.739
16897,22.565,21.219
16898,23.275,22.243
16899,22.314,21.079
16900,20.571,19.902
16901,20.31,19.626
16902,18.06,18.209
16903,20.77,20.007
16904,20.363,19.762
16905,18.656,18.203
16906,22.008,21.19
16907,21.439,20.618
16908,18.719,18.051
16909,23.277,21.968
16910,22.36,21.204
16911,21.678,20.913
16912,21.306,20.176
16913,21.4,20.585
16914,,22.101
16915,22.133,21.204
16916,17.503,16.617
16917,20.994,20.178
16918,21.149,20.434
16919,19.216,18.33
16920,21.213,20.297
16921,19.016,18.468
16922,22.844,22.051
16923,22.726,22.37
16924,19.248,18.707
16925,19.992,19.368
16926,19.658,18.98
16927,,21.305
16928,22.413,22.265
16929,18.807,18.199
16930,22.636,21.889
16931,20.923,20.271
16932,19.495,18.927
16933,21.233,20.436
16934,21.321,20.457
16935,16.871,16.1
16936,22.493,21.562
16937,18.886,18.314
16938,20.948,20.119
16939,20.731,20.003
16940,20.919,20.307
16941,19.881,19.26
16942,21.639,20.641
16943,15.774,14.681
16944,21.412,20.568
16945,,22.451
16946,19.232,18.687
16947,20.555,20.061
16948,20.829,20.173
16949,22.731,21.518
16950,18.503,17.93
16951,20.522,19.742
16952,20.449,19.777
16953,22.411,20.954
16954,22.498,21.553
16955,22.431,21.281
16956,20.786,19.977
16957,21.843,21.16
16958,19.551,18.907
16959,21.392,20.484
16960,20.835,20.011
16961,23.001,22.44
16962,22.024,20.952
16963,20.932,20.128
16964,23.114,22.051
16965,19.832,19.13
16966,19.753,19.104
16967,22.081,21.186
16968,20.107,19.451
16969,20.345,19.623
16970,22.021,20.919
16971,21.496,20.556
16972,19.649,19.087
16973,20.937,20.095
16974,19.369,18.819
16975,21.965,20.892
16976,20.225,18.874
16977,23.283,21.645
16978,,22.325
16979,23.389,22.204
16980,19.043,18.494
16981,21.694,20.585
16982,23.744,22.268
16983,18.923,18.284
16984,,22.645
16985,18.9,18.275
16986,18.107,17.473
16987,19.535,17.915
16988,23.434,22.292
16989,21.987,21.245
16990,21.971,21.113
16991,22.443,22.022
16992,20.944,20.055
16993,20.636,19.957
16994,20.759,20.188
16995,21.361,20.415
16996,21.172,20.389
16997,22.813,22.405
16998,23.398,22.345
16999,21.403,20.626
17000,23.55,22.434
17001,22.431,22.006
17002,22.686,21.479
17003,22.292,22.163
17004,22.772,20.709
17005,22.776,21.802
17006,23.041,21.563
17007,20.748,19.936
17008,22.458,20.696
17009,20.515,19.861
17010,,22.458
17011,19.845,18.988
17012,20.807,20.056
17013,22.179,21.042
17014,21.099,20.272
17015,18.954,18.419
17016,19.492,18.903
17017,16.814,16.158
17018,22.921,21.945
17019,20.086,19.486
17020,21.874,20.923
17021,19.525,18.886
17022,20.49,19.821
17023,20.4,19.723
17024,18.565,18.027
17025,20.46,19.788
17026,20.741,19.977
17027,21.168,20.322
17028,22.222,21.415
17029,19.729,19.202
17030,20.552,19.867
17031,19.695,19.182
17032,21.425,20.481
17033,23.506,21.965
17034,21.31,20.559
17035,21.596,21.051
17036,20.739,20.02
17037,18.968,18.449
17038,22.684,22.218
17039,20.315,19.429
17040,19.046,18.49
17041,23.089,21.752
17042,23.273,22.334
17043,22.389,21.606
17044,20.688,19.952
17045,22.65,21.122
17046,19.461,18.638
17047,22.911,21.692
17048,20.467,19.804
17049,18.831,18.302
17050,18.382,17.779
17051,22.658,21.501
17052,21.035,20.163
17053,20.479,19.825
17054,,22.39
17055,23.366,22.193
17056,22.583,21.482
17057,19.06,18.51
17058,20.57,19.844
17059,21.614,20.855
17060,19.241,18.706
17061,21.349,20.954
17062,23.161,21.896
17063,19.925,19.369
17064,19.391,18.832
17065,21.359,20.582
17066,19.12,18.556
17067,21.993,21.212
17068,18.394,17.836
17069,21.579,20.813
17070,21.262,20.401
17071,21.525,20.544
17072,21.199,20.244
17073,23.53,22.291
17074,20.51,19.736
17075,20.434,19.759
17076,19.243,18.667
17077,23.853,22.331
17078,22.157,20.922
17079,20.616,19.914
17080,21.961,21.185
17081,22.409,21.605
17082,,20.712
17083,22.873,21.954
17084,22.445,21.796
17085,19.422,18.78
17086,21.386,20.633
17087,21.183,20.349
17088,,22.714
17089,20.673,19.902
17090,20.44,19.658
17091,20.827,19.859
17092,19.909,19.231
17093,17.855,16.99
17094,21.328,20.54
17095,21.975,20.269
17096,21.014,20.275
17097,23.707,21.717
17098,21.611,20.76
17099,21.874,21.023
17100,22.659,22.293
17101,22.631,21.387
17102,21.684,20.639
17103,21.717,20.823
17104,21.28,20.388
17105,20.751,19.986
17106,19.878,19.249
17107,22.0,21.038
17108,20.122,19.418
17109,23.772,22.22
17110,21.942,20.962
17111,22.811,21.342
17112,19.643,18.979
17113,20.059,19.384
17114,21.497,20.368
17115,19.822,19.184
17116,,22.596
17117,21.342,20.499
17118,21.293,20.559
17119,19.124,18.457
17120,21.89,21.179
17121,19.238,18.598
17122,15.151,14.377
17123,20.055,19.479
17124,21.844,20.702
17125,22.923,22.299
17126,19.713,19.132
17127,21.426,20.493
17128,21.479,20.626
17129,15.029,14.945
17130,19.315,18.754
17131,21.148,20.182
17132,21.196,20.173
17133,21.492,20.367
17134,21.792,20.845
17135,24.322,21.899
17136,19.157,18.619
17137,23.162,21.797
17138,21.229,20.335
17139,22.81,21.426
17140,22.014,21.284
17141,22.964,21.946
17142,19.316,18.809
17143,20.386,19.683
17144,19.59,19.137
17145,22.508,21.538
17146,21.196,20.42
17147,19.894,19.28
17148,22.098,21.351
17149,21.442,20.65
17150,20.869,20.131
17151,18.37,17.322
17152,21.178,20.129
17153,19.444,18.833
17154,18.075,17.145
17155,23.222,22.064
17156,21.515,20.635
17157,,22.543
17158,19.604,19.023
17159,20.762,20.034
17160,22.704,21.758
17161,18.728,18.197
17162,20.219,19.643
17163,18.701,17.688
17164,,22.52
17165,22.796,22.19
17166,20.309,19.626
17167,20.077,19.467
17168,,
17169,22.806,21.554
17170,19.622,19.067
17171,20.39,19.698
17172,18.256,17.122
17173,,22.682
17174,,22.488
17175,22.454,21.048
17176,18.956,18.325
17177,22.627,21.82
17178,20.736,20.032
17179,22.344,21.151
17180,19.377,18.641
17181,22.523,21.388
17182,21.08,20.262
17183,18.541,18.002
17184,,22.128
17185,21.573,20.997
17186,19.49,18.886
17187,22.55,21.253
17188,21.831,20.766
17189,18.907,18.428
17190,21.838,20.98
17191,20.275,19.631
17192,23.397,22.08
17193,21.333,20.579
17194,21.41,
17195,19.0,18.467
17196,18.439,17.783
17197,20.884,20.117
17198,,20.608
17199,22.711,21.614
17200,21.129,20.251
17201,22.34,21.772
17202,21.671,20.733
17203,20.027,19.436
17204,22.356,21.452
17205,21.249,20.503
17206,22.579,21.56
17207,18.645,18.118
17208,22.144,21.226
17209,22.758,21.63
17210,18.47,17.927
17211,20.832,20.119
17212,20.746,20.013
17213,20.039,19.234
17214,22.251,21.087
17215,17.548,16.711
17216,22.434,21.668
17217,18.86,18.322
17218,20.39,19.7
17219,21.991,20.8
17220,19.94,19.235
17221,20.905,20.117
17222,19.572,18.97
17223,19.983,19.317
17224,,22.681
17225,22.227,21.491
17226,22.425,21.307
17227,23.782,21.461
17228,20.168,19.462
17229,20.503,19.836
17230,22.324,21.607
17231,20.743,19.981
17232,21.261,20.481
17233,22.902,21.496
17234,20.388,19.457
17235,20.489,19.767
17236,18.558,18.032
17237,22.252,21.154
17238,19.856,19.24
17239,22.755,21.581
17240,22.837,22.138
17241,19.188,18.672
17242,18.313,17.782
17243,22.058,21.311
17244,21.222,20.528
17245,18.745,18.204
17246,22.133,21.434
17247,21.402,20.425
17248,19.435,18.824
17249,20.456,19.851
17250,21.859,20.843
17251,21.905,20.813
17252,24.149,22.129
17253,20.285,19.598
17254,21.909,21.039
17255,22.877,21.494
17256,23.069,21.617
17257,22.899,21.665
17258,21.033,20.578
17259,19.464,18.909
17260,20.981,20.246
17261,16.955,16.044
17262,20.817,20.094
17263,,22.879
17264,18.883,18.309
17265,21.992,21.005
17266,19.807,19.214
17267,20.701,19.918
17268,20.994,20.093
17269,19.452,18.882
17270,20.353,19.709
17271,22.718,22.065
17272,22.471,21.582
17273,20.851,20.094
17274,21.641,20.741
17275,17.251,16.48
17276,21.221,20.353
17277,19.758,19.175
17278,20.827,20.25
17279,22.619,21.762
17280,21.315,20.486
17281,20.842,20.273
17282,15.801,14.678
17283,23.463,21.718
17284,21.56,20.643
17285,21.906,21.246
17286,19.556,18.982
17287,23.122,21.878
17288,22.815,21.326
17289,21.588,20.613
17290,22.621,21.833
17291,22.106,20.926
17292,21.878,20.908
17293,21.99,21.193
17294,22.714,21.886
17295,19.277,18.704
17296,18.97,18.237
17297,20.583,19.9
17298,22.81,21.773
17299,20.543,19.796
17300,19.663,18.692
17301,19.594,18.938
17302,21.159,20.244
17303,18.555,17.927
17304,22.672,21.69
17305,17.873,17.363
17306,,22.402
17307,21.515,20.545
17308,19.042,18.475
17309,23.275,22.28
17310,,22.178
17311,22.093,20.984
17312,21.454,20.807
17313,18.286,17.701
17314,21.766,20.764
17315,17.797,17.051
17316,19.175,18.632
17317,20.869,20.134
17318,23.08,22.014
17319,21.707,21.042
17320,21.689,20.808
17321,22.567,21.381
17322,23.181,22.162
17323,20.951,20.132
17324,21.675,20.804
17325,18.57,17.983
17326,18.649,18.03
17327,20.52,19.728
17328,22.257,21.463
17329,22.229,21.094
17330,20.678,19.99
17331,22.93,21.304
17332,17.064,16.233
17333,20.3,19.576
17334,22.286,21.242
17335,18.749,18.226
17336,20.309,19.695
17337,22.36,21.556
17338,20.936,20.166
17339,22.148,21.167
17340,18.722,18.194
17341,21.233,20.38
17342,19.791,19.212
17343,22.114,21.072
17344,18.867,18.332
17345,22.937,21.48
17346,19.436,18.825
17347,18.784,18.272
17348,20.33,19.718
17349,22.759,21.651
17350,21.726,20.901
17351,19.76,19.189
17352,18.809,18.213
17353,,22.276
17354,19.232,18.751
17355,20.865,20.209
17356,22.323,21.091
17357,19.531,18.582
17358,16.87,15.813
17359,,22.279
17360,21.657,20.767
17361,23.19,22.306
17362,22.861,22.098
17363,21.404,20.481
17364,,21.817
17365,22.615,21.476
17366,19.514,18.955
17367,20.823,20.002
17368,22.444,21.397
17369,19.825,19.261
17370,21.09,20.379
17371,22.194,21.336
17372,18.512,18.007
17373,22.844,21.45
17374,,22.392
17375,21.017,20.266
17376,22.715,21.609
17377,21.3,20.271
17378,21.515,20.617
17379,22.236,21.042
17380,20.862,20.12
17381,21.336,20.512
17382,22.17,21.114
17383,18.986,18.215
17384,19.56,18.967
17385,19.194,18.631
17386,22.734,21.399
17387,18.628,18.08
17388,22.77,21.74
17389,21.437,20.366
17390,18.039,17.361
17391,23.113,21.999
17392,23.475,21.638
17393,20.924,20.268
17394,23.264,21.92
17395,22.972,21.544
17396,21.235,20.455
17397,20.135,19.528
17398,19.736,19.151
17399,18.764,18.153
17400,21.69,20.788
17401,20.365,19.581
17402,20.2,19.486
17403,18.427,17.869
17404,21.748,20.918
17405,18.08,17.411
17406,19.848,19.236
17407,21.611,20.778
17408,19.476,18.84
17409,19.451,18.898
17410,,22.092
17411,21.907,21.013
17412,22.05,20.873
17413,23.28,21.302
17414,22.394,21.32
17415,22.956,21.624
17416,19.331,18.76
17417,22.26,21.469
17418,21.519,20.642
17419,19.945,19.287
17420,19.11,18.555
17421,22.146,21.4
17422,17.73,16.957
17423,18.894,18.339
17424,21.976,20.838
17425,21.997,20.942
17426,22.066,21.242
17427,20.591,19.547
17428,23.456,22.166
17429,20.817,19.913
17430,22.509,21.792
17431,20.03,19.413
17432,20.545,19.908
17433,20.347,19.617
17434,22.716,22.231
17435,19.779,19.181
17436,22.958,21.672
17437,23.295,21.528
17438,20.208,19.544
17439,20.577,19.932
17440,19.59,18.988
17441,21.767,20.787
17442,,20.735
17443,23.749,21.821
17444,21.908,21.117
17445,22.755,22.251
17446,20.488,19.832
17447,20.255,19.614
17448,21.324,20.467
17449,23.736,22.066
17450,21.703,20.681
17451,20.975,20.183
17452,22.004,21.261
17453,22.195,21.233
17454,21.049,20.203
17455,22.662,21.551
17456,20.732,19.988
17457,22.818,21.828
17458,19.156,18.576
17459,21.436,20.648
17460,22.047,21.316
17461,20.571,19.856
17462,20.096,19.418
17463,22.28,21.126
17464,13.85,12.851
17465,18.87,18.333
17466,22.309,21.448
17467,20.848,20.139
17468,21.801,20.865
17469,22.742,21.755
17470,18.694,18.124
17471,22.981,21.471
17472,21.269,20.3
17473,22.461,21.479
17474,19.654,19.109
17475,19.883,19.286
17476,19.855,19.24
17477,20.366,19.578
17478,22.661,22.159
17479,23.758,22.217
17480,22.701,22.087
17481,22.561,21.461
17482,20.672,19.978
17483,,22.424
17484,21.563,20.75
17485,20.847,20.179
17486,20.735,20.071
17487,20.78,20.129
17488,22.524,21.808
17489,22.767,22.072
17490,20.79,20.06
17491,21.454,20.627
17492,,22.298
17493,,
17494,18.268,17.59
17495,22.541,21.712
17496,21.236,20.426
17497,22.707,21.951
17498,21.965,21.251
17499,21.761,20.95
17500,22.915,21.771
17501,20.504,19.766
17502,23.095,22.05
17503,22.201,21.053
17504,22.998,21.573
17505,20.89,20.118
17506,23.999,21.862
17507,19.932,19.3
17508,22.395,21.334
17509,19.592,19.137
17510,23.326,22.044
17511,19.954,19.355
17512,22.734,21.27
17513,21.067,20.241
17514,22.724,21.443
17515,21.116,20.211
17516,20.911,20.292
17517,19.491,18.916
17518,22.586,21.19
17519,20.228,19.524
17520,22.856,22.098
17521,20.604,19.776
17522,22.112,21.002
17523,18.657,18.109
17524,21.842,20.935
17525,20.858,20.073
17526,21.838,20.843
17527,20.767,20.019
17528,21.91,20.873
17529,20.297,19.658
17530,21.205,20.378
17531,20.965,20.278
17532,21.234,20.357
17533,20.098,19.419
17534,23.164,22.1
17535,22.529,21.423
17536,20.282,19.596
17537,21.003,20.234
17538,22.986,21.609
17539,19.455,18.92
17540,22.353,21.278
17541,22.899,21.862
17542,20.659,19.992
17543,21.046,20.375
17544,19.819,19.133
17545,22.372,21.495
17546,20.87,20.06
17547,22.511,21.425
17548,18.405,17.87
17549,23.105,21.869
17550,23.0,22.156
17551,,22.564
17552,23.655,21.528
17553,23.177,21.614
17554,20.437,19.844
17555,18.855,18.316
17556,21.349,20.445
17557,22.396,21.305
17558,21.504,20.33
17559,18.966,18.24
17560,18.45,17.898
17561,21.795,20.979
17562,20.035,19.348
17563,21.792,20.164
17564,20.779,20.04
17565,23.461,22.011
17566,19.809,19.211
17567,19.565,18.97
17568,,22.498
17569,22.893,21.87
17570,18.996,18.557
17571,22.21,20.947
17572,20.338,19.689
17573,20.581,19.907
17574,,22.417
17575,18.375,17.86
17576,20.344,19.73
17577,23.042,22.299
17578,22.824,21.874
17579,17.051,16.252
17580,22.562,21.372
17581,21.058,20.222
17582,21.745,20.906
17583,18.967,18.35
17584,23.692,22.074
17585,20.033,19.323
17586,20.298,19.536
17587,19.852,19.185
17588,23.279,21.448
17589,21.184,20.438
17590,22.18,20.923
17591,21.005,20.27
17592,19.573,18.948
17593,22.985,21.84
17594,20.295,19.7
17595,22.863,21.78
17596,21.171,20.511
17597,18.002,17.271
17598,18.723,18.171
17599,23.765,21.99
17600,22.327,21.434
17601,22.437,21.476
17602,22.667,20.825
17603,20.635,19.934
17604,23.266,22.331
17605,19.137,18.64
17606,21.069,20.352
17607,18.538,17.996
17608,23.207,21.875
17609,22.557,21.383
17610,21.003,20.333
17611,21.048,20.274
17612,22.012,20.987
17613,22.844,22.173
17614,22.924,22.071
17615,20.49,19.634
17616,21.387,20.53
17617,22.049,21.092
17618,22.495,21.364
17619,18.197,17.686
17620,21.539,20.767
17621,22.492,21.388
17622,18.685,18.165
17623,21.567,20.476
17624,19.641,19.005
17625,22.055,20.448
17626,18.787,17.781
17627,20.603,19.462
17628,20.648,19.892
17629,20.977,20.185
17630,23.833,22.208
17631,20.627,19.876
17632,20.79,20.023
17633,22.064,21.46
17634,20.741,20.013
17635,22.79,21.853
17636,23.012,22.074
17637,20.832,20.058
17638,20.895,19.945
17639,22.232,21.29
17640,18.417,17.895
17641,21.598,20.848
17642,22.023,21.395
17643,20.281,19.447
17644,22.574,21.698
17645,22.712,21.644
17646,20.7,19.947
17647,23.75,22.405
17648,22.524,21.698
17649,21.162,20.405
17650,23.167,21.406
17651,19.538,19.085
17652,22.427,21.892
17653,20.815,20.085
17654,22.056,21.158
17655,19.032,18.506
17656,21.657,20.769
17657,19.219,18.69
17658,22.273,21.315
17659,20.946,20.403
17660,18.726,18.192
17661,18.166,17.563
17662,21.532,20.26
17663,20.026,19.369
17664,22.522,21.367
17665,22.526,21.901
17666,20.882,20.281
17667,22.397,21.534
17668,19.44,18.805
17669,18.427,17.235
17670,21.507,20.681
17671,20.586,19.967
17672,22.555,21.361
17673,19.913,19.272
17674,19.324,18.723
17675,19.452,19.014
17676,21.912,21.021
17677,22.143,20.902
17678,18.836,18.315
17679,19.83,18.796
17680,21.032,20.229
17681,21.02,20.161
17682,21.83,20.99
17683,19.668,19.06
17684,20.073,19.438
17685,22.371,21.569
17686,22.662,21.863
17687,22.878,21.928
17688,14.571,13.65
17689,21.023,20.315
17690,22.621,21.285
17691,20.262,19.588
17692,19.696,19.078
17693,,22.262
17694,21.956,21.176
17695,22.346,21.066
17696,21.967,20.998
17697,21.034,20.192
17698,20.499,19.672
17699,20.259,19.527
17700,21.715,20.726
17701,23.103,22.216
17702,20.05,19.36
17703,19.316,18.763
17704,20.19,19.571
17705,,20.189
17706,20.168,18.54
17707,,21.486
17708,,22.657
17709,22.311,21.402
17710,18.958,18.426
17711,22.316,20.582
17712,19.616,19.057
17713,19.888,19.286
17714,18.541,17.882
17715,21.344,20.528
17716,18.739,18.212
17717,21.653,20.689
17718,21.542,20.666
17719,21.683,20.882
17720,20.348,19.656
17721,20.315,19.596
17722,21.935,20.875
17723,18.998,18.421
17724,15.273,14.233
17725,22.927,21.981
17726,20.64,19.948
17727,22.71,21.501
17728,18.47,17.88
17729,22.651,21.774
17730,24.027,21.996
17731,21.655,20.812
17732,22.276,21.114
17733,20.999,20.097
17734,20.154,19.548
17735,20.805,20.108
17736,,21.733
17737,19.321,18.758
17738,20.741,20.239
17739,16.882,16.094
17740,21.065,20.35
17741,19.653,19.069
17742,22.457,21.409
17743,23.401,22.091
17744,19.966,19.298
17745,19.098,18.551
17746,18.525,18.002
17747,18.291,17.632
17748,23.166,21.809
17749,23.635,22.439
17750,20.579,19.755
17751,22.22,21.38
17752,22.542,21.479
17753,21.726,20.915
17754,19.539,18.99
17755,22.26,21.311
17756,18.963,18.394
17757,20.832,20.136
17758,24.287,22.326
17759,18.203,17.616
17760,19.014,18.406
17761,19.215,18.58
17762,21.545,20.634
17763,20.272,19.628
17764,22.447,21.481
17765,22.589,21.625
17766,22.25,20.469
17767,23.422,21.756
17768,22.336,21.337
17769,20.856,20.045
17770,19.341,18.782
17771,22.864,21.557
17772,20.151,19.544
17773,20.621,19.956
17774,22.933,22.047
17775,20.653,19.885
17776,20.736,19.939
17777,23.063,21.63
17778,22.428,21.17
17779,22.601,22.056
17780,22.16,21.224
17781,19.678,19.062
17782,19.67,19.024
