RAJ2000,_DEJ2000,n_Seq,Seq,RAJ2000,DEJ2000,pmRA,pmDE,Umag,e_Umag,Bmag,e_Bmag,Vmag,e_Vmag,Icmag,e_Icmag
201.83765505,-47.56525483, , 89992,201.837650,-47.565250, -3.73,  5.28,19.978, 0.024,20.172, 0.170,19.628, 0.118,18.649, 0.005
201.83631381,-47.56523924, , 89993,201.836311,-47.565244, -1.99, -5.09,      ,      ,21.194, 0.099,20.562, 0.118,19.728, 0.078
201.83417778,-47.56525581, , 89994,201.834177,-47.565256, -0.62, -0.33,17.067, 0.010,17.168, 0.010,16.365, 0.008,15.353, 0.008
201.83275350,-47.56524239, , 89995,201.832747,-47.565237, -4.84,  5.96,21.352, 0.161,21.852, 0.382,20.750, 0.166,19.910, 0.205
201.82629301,-47.56519735, , 89996,201.826289,-47.565199, -3.04, -1.68,18.556, 0.046,18.802, 0.025,18.256, 0.017,17.474, 0.022
201.81312143,-47.56520266, , 89997,201.813118,-47.565205, -2.49, -2.56,19.230, 0.084,19.488, 0.051,18.928, 0.030,18.137, 0.038
201.81079026,-47.56525159, , 89998,201.810803,-47.565253,  9.45, -1.60,      ,      ,20.291, 0.310,20.024, 0.377,      ,
201.80936157,-47.56521587, , 89999,201.809364,-47.565215,  1.71,  0.95,19.533, 0.126,19.822, 0.128,19.178, 0.047,18.330, 0.083
201.80836007,-47.56523824, , 90000,201.808371,-47.565226,  8.15, 13.27,      ,      ,      ,      ,21.206, 0.273,20.217, 0.151
201.79750453,-47.56525790, , 90001,201.797505,-47.565259,  0.35, -1.08,18.139, 0.104,      ,      ,17.536, 0.024,16.611, 0.025
201.77017161,-47.56520236, , 90002,201.770183,-47.565202,  8.45,  0.45,      ,      ,      ,      ,20.233, 0.105,19.538, 0.216
201.76250586,-47.56523662, , 90003,201.762526,-47.565239, 14.95, -2.48,18.206, 0.210,18.943, 0.337,18.557, 0.235,17.722, 0.150
201.75563816,-47.56520517, , 90004,201.755639,-47.565204,  0.54,  1.40,18.950, 0.052,19.314, 0.123,18.622, 0.040,17.820, 0.058
201.74937564,-47.56522010, , 90005,201.749376,-47.565216,  0.35,  4.36,20.821, 0.388,20.648, 0.119,19.774, 0.039,18.713, 0.090
201.74223752,-47.56525461, , 90006,201.742244,-47.565254,  4.70,  0.79,19.393, 0.464,20.139, 0.223,19.406, 0.081,18.566, 0.077
201.74090440,-47.56522630, , 90007,201.740890,-47.565223,-10.63,  3.55,18.316, 0.103,18.533, 0.149,18.210, 0.046,17.525, 0.054
201.73417342,-47.56526531, , 90008,201.734165,-47.565261, -6.22,  4.60,20.264, 0.415,20.734, 0.313,19.746, 0.092,18.960, 0.115
201.72382035,-47.56523742, , 90009,201.723819,-47.565237, -1.08,  0.52,17.532, 0.088,17.618, 0.040,16.835, 0.015,15.843, 0.018
201.71782644,-47.56519312, , 90010,201.717827,-47.565193,  0.37,  0.07,18.846, 0.138,19.062, 0.094,18.422, 0.038,17.634, 0.073
201.71252966,-47.56524187, , 90011,201.712529,-47.565238, -0.57,  4.17,19.202, 0.304,19.154, 0.032,18.619, 0.018,17.848, 0.043
201.70956671,-47.56517909, , 90012,201.709566,-47.565178, -0.44,  1.13,16.544, 0.027,16.595, 0.016,15.785, 0.011,14.745, 0.012
201.70793225,-47.56525172, , 90013,201.707926,-47.565250, -4.53,  1.88,20.656, 0.591,20.695, 0.198,19.790, 0.132,18.767, 0.140
201.70022250,-47.56517878, , 90014,201.700222,-47.565181, -0.41, -2.55,20.149, 0.170,20.410, 0.262,19.512, 0.076,18.724, 0.082
201.68706077,-47.56518625, , 90015,201.687060,-47.565186, -0.57,  0.15,20.527, 0.462,      ,      ,19.787, 0.054,19.030, 0.071
201.68565872,-47.56521219, , 90016,201.685639,-47.565212,-14.64,  0.27,19.606, 0.264,      ,      ,19.502, 0.078,      ,
201.66616405,-47.56520733, , 90017,201.666161,-47.565209, -2.17, -1.71,19.162, 0.136,19.383, 0.156,18.776, 0.044,17.950, 0.078
201.65923679,-47.56518711, , 90018,201.659246,-47.565187,  6.88,  0.18,20.379, 0.929,19.910, 0.035,19.331, 0.030,18.558, 0.075
201.65760668,-47.56517536, , 90019,201.657627,-47.565178, 14.96, -2.95,18.242, 0.202,18.652, 0.037,18.143, 0.086,17.298, 0.070
201.65102228,-47.56517268, , 90020,201.651068,-47.565169, 33.80,  4.15,      ,      ,20.857, 0.042,20.396, 0.163,19.393, 0.187
201.65067327,-47.56519099, , 90021,201.650719,-47.565185, 33.68,  6.55,20.324, 0.137,      ,      ,20.182, 0.154,19.307, 0.163
201.64058362,-47.56514254, , 90022,201.640584,-47.565139,  0.20,  4.00,18.437, 0.078,18.699, 0.034,18.080, 0.012,17.274, 0.018
201.63822679,-47.56514661, , 90023,201.638225,-47.565142, -1.32,  5.10,19.418, 0.255,19.418, 0.207,18.774, 0.045,18.048, 0.069
201.63120579,-47.56513637, , 90024,201.631207,-47.565138,  0.85, -1.84,18.938, 0.095,19.225, 0.045,18.564, 0.020,17.743, 0.026
201.62333388,-47.56514909, , 90025,201.623337,-47.565128,  2.26, 23.02,19.775, 0.274,19.968, 0.061,19.364, 0.030,18.538, 0.053
201.62085366,-47.56510951, , 90026,201.620855,-47.565108,  0.99,  1.59,17.561, 0.039,17.567, 0.015,16.805, 0.015,15.823, 0.018
201.61925631,-47.56516626, , 90027,201.619253,-47.565164, -2.40,  2.59,19.581, 0.120,19.680, 0.100,19.134, 0.087,18.348, 0.149
201.60917625,-47.56512749, , 90028,201.609173,-47.565126, -2.36,  1.51,14.910, 0.030,14.688, 0.013,14.475, 0.011,14.059, 0.013
201.60745380,-47.56515732, , 90029,201.607453,-47.565158, -0.55, -0.80,18.757, 0.391,18.942, 0.118,18.327, 0.034,17.466, 0.034
201.60430997,-47.56507548, , 90030,201.604317,-47.565075,  5.15,  0.52,19.654, 0.297,19.823, 0.160,19.029, 0.043,18.266, 0.042
201.59807593,-47.56508033, , 90031,201.598091,-47.565087, 11.21, -7.24,      ,      ,21.990, 0.172,21.586, 0.144,20.607, 0.290
201.59739782,-47.56506310, , 90032,201.597400,-47.565063,  1.61,  0.05,20.537, 0.361,20.816, 0.331,19.708, 0.037,18.880, 0.026
201.59137951,-47.56511035, , 90033,201.591379,-47.565113, -0.46, -2.96,19.800, 0.309,20.106, 0.192,19.328, 0.058,18.562, 0.029
201.58880711,-47.56506033, , 90034,201.588805,-47.565058, -1.56,  2.49,18.644, 0.173,18.859, 0.016,18.287, 0.020,17.534, 0.028
201.58558135,-47.56508085, , 90035,201.585581,-47.565079, -0.18,  2.15,17.801, 0.049,18.039, 0.048,17.409, 0.023,16.513, 0.022
201.57021443,-47.56508147, , 90036,201.570216,-47.565087,  1.24, -5.99,      ,      ,22.767, 0.674,21.077, 0.180,20.034, 0.233
201.56760980,-47.56505745, , 90037,201.567608,-47.565058, -1.29, -0.66,19.346, 0.114,19.604, 0.061,19.008, 0.021,18.218, 0.028
201.55858758,-47.56508295, , 90038,201.558588,-47.565084,  0.35, -1.03,      ,      ,      ,      ,21.220, 0.120,20.208, 0.335
201.54703625,-47.56501653, , 90039,201.547046,-47.565022,  7.28, -5.93,      ,      ,21.856, 0.124,20.974, 0.181,19.908, 0.076
201.53513998,-47.56500550, , 90040,201.535147,-47.565006,  5.14, -0.67,21.430, 0.410,22.119, 0.500,20.867, 0.168,19.754, 0.165
201.50788455,-47.56492215, , 90041,201.507880,-47.564922, -3.36,  0.23,19.097, 0.029,19.053, 0.023,18.328, 0.027,17.455, 0.033
201.50191371,-47.56488445, , 90042,201.501914,-47.564885,  0.13, -0.60,16.010, 0.013,16.078, 0.009,15.240, 0.009,14.190, 0.022
201.48084840,-47.56490408, , 90043,201.480856,-47.564867,  5.69, 40.64,      ,      ,      ,      ,22.640, 0.354,21.519, 0.216
201.45018990,-47.56479291, , 90044,201.450189,-47.564794, -0.75, -1.07,19.137, 0.074,19.350, 0.024,18.767, 0.017,18.006, 0.020
201.43878074,-47.56479543, , 90045,201.438752,-47.564801,-21.26, -6.22,      ,      ,22.847, 0.514,22.133, 0.190,20.829, 0.324
201.42367694,-47.56472459, , 90046,201.423698,-47.564722, 15.59,  2.90,      ,      ,      ,      ,22.376, 0.199,21.129, 0.255
201.41911832,-47.56470762, , 90047,201.419119,-47.564700,  0.42,  8.34,      ,      ,22.814, 0.387,21.743, 0.094,20.700, 0.361
201.41342755,-47.56470140, , 90048,201.413425,-47.564699, -1.88,  2.75,20.419, 0.164,20.626, 0.054,19.946, 0.051,19.061, 0.045
201.41098595,-47.56465077, , 90049,201.410984,-47.564649, -1.52,  2.06,16.778, 0.020,16.143, 0.006,15.085, 0.007,13.910, 0.005
201.40170073,-47.56463247, , 90050,201.401707,-47.564644,  4.59,-12.50,      ,      ,22.069, 0.068,21.097, 0.180,20.017, 0.121
201.39797474,-47.56461776, , 90051,201.397970,-47.564615, -3.50,  3.02,19.287, 0.166,19.417, 0.011,18.827, 0.008,18.080, 0.030
201.34591025,-47.56445948, , 90053,201.345915,-47.564466,  3.51, -7.26,20.776, 0.209,20.896, 0.070,20.144, 0.060,19.249, 0.055
201.32922737,-47.56444786, , 90054,201.329203,-47.564443,-17.95,  5.26,21.084, 0.426,20.999, 0.160,19.792, 0.119,18.239, 0.026
202.09519967,-47.56482812, , 90055,202.095202,-47.564828,  1.68,  0.07,      ,      ,19.370, 0.019,18.779, 0.016,17.994, 0.036
202.07710073,-47.56488581, , 90057,202.077113,-47.564888,  9.10, -2.46,      ,      ,      ,      ,21.780, 0.092,20.644, 0.078
202.05065921,-47.56491921, , 90058,202.050662,-47.564915,  2.02,  4.61,      ,      ,23.043, 0.402,21.520, 0.108,20.298, 0.183
202.02557329,-47.56495308, , 90059,202.025561,-47.564949, -8.99,  4.59,      ,      ,20.840, 0.047,20.123, 0.033,19.262, 0.043
202.01201691,-47.56503848, , 90060,202.012021,-47.565032,  3.10,  7.15,      ,      ,22.587, 0.223,21.431, 0.057,20.361, 0.291
201.97049099,-47.56503412, , 90061,201.970490,-47.565033, -0.73,  1.16,19.648, 0.100,19.845, 0.025,19.231, 0.012,18.468, 0.056
201.93919790,-47.56508212, , 90062,201.939203,-47.565077,  3.81,  5.66,      ,      ,21.801, 0.152,20.891, 0.105,19.823, 0.069
201.93392334,-47.56526500, , 90063,201.933931,-47.565219,  5.74, 50.46,      ,      ,      ,      ,      ,      ,21.109, 0.282
201.93037671,-47.56508840, , 90064,201.930355,-47.565109,-16.03,-22.42,      ,      ,      ,      ,22.774, 0.218,21.891, 0.936
201.92198309,-47.56508403, , 90065,201.921985,-47.565085,  1.41, -1.06,20.344, 0.135,20.490, 0.070,19.839, 0.034,19.084, 0.077
201.90462000,-47.56515154, , 90066,201.904609,-47.565152, -8.20, -0.44,20.954, 0.257,20.898, 0.065,20.007, 0.041,19.154, 0.086
201.89134116,-47.56516109, , 90067,201.891347,-47.565162,  4.27, -0.94,20.834, 0.112,20.842, 0.112,19.975, 0.045,19.088, 0.124
201.87268035,-47.56512591, , 90068,201.872682,-47.565124,  1.18,  2.21,19.148, 0.066,19.576, 0.032,19.021, 0.027,18.219, 0.017
201.84938064,-47.56517048, , 90069,201.849383,-47.565168,  1.78,  2.65,20.358, 0.070,20.672, 0.051,19.986, 0.068,19.114, 0.105
201.83107219,-47.56516026, , 90070,201.831072,-47.565161, -0.18, -0.93,      ,      ,22.288, 0.609,20.706, 0.104,19.640, 0.163
201.82960756,-47.56521589, , 90071,201.829610,-47.565210,  1.80,  6.44,      ,      ,21.922, 0.223,20.844, 0.191,19.917, 0.200
201.82670448,-47.56515388, , 90072,201.826689,-47.565150,-11.51,  4.25,      ,      ,20.703, 0.197,19.974, 0.165,19.091, 0.112
201.82191631,-47.56517186, , 90073,201.821915,-47.565173, -0.97, -1.31,      ,      ,18.481, 0.021,17.845, 0.011,17.004, 0.033
201.80390375,-47.56515707, , 90074,201.803905,-47.565149,  0.92,  8.95,20.027, 0.214,20.343, 0.150,19.736, 0.078,18.924, 0.101
201.79919511,-47.56520957, , 90075,201.799219,-47.565224, 17.56,-15.67,18.921, 0.200,19.554, 0.379,19.027, 0.234,18.282, 0.202
201.79263643,-47.56515063, , 90076,201.792630,-47.565158, -4.75, -8.13,19.243, 0.108,19.708, 0.041,19.110, 0.036,18.324, 0.027
201.77814660,-47.56518129, , 90077,201.778142,-47.565171, -3.44, 11.14,      ,      ,21.482, 0.143,20.818, 0.173,19.922, 0.262
201.76772150,-47.56519039, , 90078,201.767720,-47.565193, -1.11, -2.92,19.048, 0.412,18.579, 0.034,18.098, 0.036,      ,
201.74739763,-47.56520099, , 90079,201.747401,-47.565163,  2.57, 41.51,18.348, 0.105,19.303, 0.256,18.967, 0.280,      ,
201.74357937,-47.56515612, , 90080,201.743582,-47.565156,  1.90,  0.01,19.756, 0.354,20.011, 0.325,19.151, 0.090,18.381, 0.099
201.72025712,-47.56513476, , 90081,201.720253,-47.565126, -3.00,  9.46,19.771, 0.185,20.114, 0.104,19.686, 0.164,18.788, 0.136
201.70700423,-47.56519433, , 90082,201.706998,-47.565193, -4.56,  1.40,      ,      ,21.345, 0.129,20.452, 0.072,19.556, 0.102
201.69476206,-47.56514178, , 90083,201.694760,-47.565140, -1.52,  1.95,19.558, 0.172,19.856, 0.095,19.127, 0.051,18.273, 0.105
201.69208151,-47.56514928, , 90084,201.692084,-47.565162,  1.76,-13.86,      ,      ,21.079, 0.328,20.542, 0.221,19.598, 0.078
201.68735662,-47.56514902, , 90085,201.687350,-47.565147, -4.89,  2.27,19.264, 0.097,19.592, 0.093,18.965, 0.073,18.116, 0.093
201.68064327,-47.56511015, , 90087,201.680642,-47.565111, -0.98, -1.05,16.608, 0.024,16.745, 0.019,15.960, 0.014,14.936, 0.010
201.67976732,-47.56508331, , 90088,201.679765,-47.565092, -1.71, -9.45,18.789, 0.145,19.111, 0.125,18.663, 0.032,17.921, 0.061
201.67727797,-47.56511075, , 90089,201.677279,-47.565113,  0.68, -2.52,18.214, 0.051,18.528, 0.080,17.931, 0.027,17.255, 0.091
201.65330698,-47.56509062, , 90090,201.653298,-47.565088, -6.59,  2.81,      ,      ,21.319, 0.179,20.801, 0.290,19.749, 0.109
201.64292668,-47.56507272, , 90091,201.642931,-47.565078,  3.27, -5.84,19.088, 0.185,19.595, 0.083,19.098, 0.090,18.191, 0.094
201.61981371,-47.56503688, , 90092,201.619815,-47.565035,  0.95,  2.06,18.433, 0.070,18.620, 0.019,18.062, 0.019,17.274, 0.021
201.61387984,-47.56504883, , 90093,201.613885,-47.565048,  3.81,  0.85,19.246, 0.134,19.511, 0.086,18.936, 0.059,18.033, 0.053
201.61196186,-47.56505679, , 90094,201.611945,-47.565050,-12.45,  7.43,      ,      ,20.844, 0.152,20.072, 0.151,19.093, 0.256
201.57270933,-47.56496629, , 90095,201.572707,-47.564971, -1.76, -5.27,20.922, 0.476,21.107, 0.208,20.088, 0.069,19.424, 0.396
201.55970416,-47.56496091, , 90096,201.559704,-47.564961, -0.20, -0.22,15.149, 0.045,14.969, 0.016,14.860, 0.007,14.595, 0.008
201.54848637,-47.56494779, , 90097,201.548486,-47.564948, -0.19, -0.29,17.308, 0.051,17.496, 0.015,16.729, 0.011,15.743, 0.013
201.54448770,-47.56492887, , 90098,201.544486,-47.564922, -1.17,  7.58,      ,      ,22.825, 0.159,21.835, 0.326,20.423, 0.163
201.53850744,-47.56494458, , 90099,201.538511,-47.564941,  2.71,  3.80,18.143, 0.078,18.473, 0.054,17.940, 0.036,17.211, 0.026
201.53257384,-47.56490604, , 90100,201.532563,-47.564908, -7.96, -2.20,      ,      ,22.904, 0.350,21.581, 0.230,20.574, 0.201
201.52870311,-47.56489835, , 90101,201.528699,-47.564894, -3.12,  4.88,20.257, 0.121,20.470, 0.075,19.620, 0.033,18.760, 0.075
201.52478690,-47.56492650, , 90102,201.524786,-47.564928, -0.58, -1.70,18.935, 0.064,19.247, 0.025,18.650, 0.018,17.889, 0.024
201.50346024,-47.56485509, , 90103,201.503457,-47.564859, -2.43, -4.16,20.744, 0.204,20.946, 0.262,20.069, 0.038,19.147, 0.087
201.49749181,-47.56486941, , 90104,201.497487,-47.564860, -3.59, 10.30,      ,      ,22.757, 0.289,21.787, 0.102,      ,
201.49428535,-47.56487283, , 90105,201.494280,-47.564877, -3.95, -4.50,      ,      ,22.798, 0.494,21.568, 0.131,20.359, 0.125
201.47335687,-47.56482733, , 90106,201.473360,-47.564823,  2.31,  4.68,20.412, 0.186,20.527, 0.056,19.880, 0.019,19.085, 0.045
201.46887601,-47.56475361, , 90107,201.468873,-47.564755, -2.18, -1.52,19.443, 0.078,19.436, 0.015,18.746, 0.013,17.958, 0.031
201.44907468,-47.56477227, , 90108,201.449064,-47.564757, -7.97, 16.77,      ,      ,23.125, 0.730,22.429, 0.327,21.017, 0.227
201.41733892,-47.56463729, , 90109,201.417343,-47.564640,  3.05, -2.96,      ,      ,21.932, 0.265,20.891, 0.102,19.896, 0.104
201.40876102,-47.56462707, , 90110,201.408729,-47.564627,-23.72,  0.14,      ,      ,23.290, 0.341,21.615, 0.119,20.449, 0.194
201.37657970,-47.56452571, , 90111,201.376557,-47.564538,-16.80,-13.51,      ,      ,21.166, 0.228,20.306, 0.096,19.352, 0.099
201.33002152,-47.56436127, , 90112,201.330016,-47.564357, -3.99,  4.73,21.243, 0.226,21.302, 0.058,20.471, 0.073,19.540, 0.076
202.04595449,-47.56485885, , 90114,202.045956,-47.564855,  1.20,  4.21,      ,      ,20.848, 0.090,20.085, 0.040,19.268, 0.020
202.03090287,-47.56491241, , 90115,202.030907,-47.564912,  3.01,  0.51,      ,      ,21.666, 0.081,20.774, 0.043,19.752, 0.071
202.02298906,-47.56489345, , 90116,202.022986,-47.564890, -2.18,  3.77,      ,      ,19.452, 0.017,18.859, 0.017,18.100, 0.042
202.01893217,-47.56493829, , 90117,202.018960,-47.564922, 20.55, 17.89,      ,      ,      ,      ,22.621, 0.208,21.339, 0.464
202.01430060,-47.56491884, , 90119,202.014301,-47.564918,  0.38,  0.86,      ,      ,18.085, 0.012,17.468, 0.009,16.621, 0.015
201.96285520,-47.56500210, , 90120,201.962853,-47.565002, -1.58,  0.17,20.329, 0.746,19.821, 0.108,19.284, 0.037,18.476, 0.058
201.93748682,-47.56505494, , 90121,201.937477,-47.565038, -7.29, 18.48,      ,      ,19.282, 0.034,18.676, 0.013,17.887, 0.030
201.92843806,-47.56505974, , 90122,201.928431,-47.565052, -5.13,  8.53,      ,      ,      ,      ,22.620, 0.402,      ,
201.91470239,-47.56502993, , 90123,201.914708,-47.565028,  4.18,  2.05,20.949, 0.396,21.281, 0.167,20.497, 0.055,19.592, 0.126
201.91018770,-47.56508383, , 90124,201.910173,-47.565071,-10.81, 13.92,      ,      ,22.956, 0.469,21.807, 0.214,20.877, 0.333
201.90127664,-47.56511338, , 90125,201.901271,-47.565104, -4.08, 10.39,20.375, 0.073,20.650, 0.092,19.916, 0.041,18.995, 0.116
201.89321297,-47.56506086, , 90126,201.893211,-47.565061, -1.37, -0.27,19.631, 0.075,19.939, 0.029,19.298, 0.030,18.428, 0.063
201.87914589,-47.56506316, , 90127,201.879135,-47.565062, -8.04,  1.33,      ,      ,21.479, 0.124,20.799, 0.094,19.807, 0.111
201.87190990,-47.56508431, , 90128,201.871906,-47.565081, -2.80,  3.50,19.898, 0.100,20.254, 0.084,19.584, 0.041,18.752, 0.073
201.87042225,-47.56512498, , 90129,201.870442,-47.565118, 14.54,  7.58,      ,      ,      ,      ,22.962, 0.307,21.246, 0.165
201.84569767,-47.56510268, , 90130,201.845705,-47.565093,  5.41, 10.53,      ,      ,      ,      ,20.304, 0.201,19.413, 0.139
201.82241770,-47.56508263, , 90131,201.822415,-47.565080, -1.99,  2.88,      ,      ,19.427, 0.039,18.861, 0.044,18.095, 0.053
201.81488172,-47.56520114, , 90132,201.814875,-47.565208, -4.96, -7.57,      ,      ,21.481, 0.182,      ,      ,19.127, 0.117
201.81453973,-47.56509435, , 90133,201.814537,-47.565094, -2.06,  0.51,18.344, 0.090,18.712, 0.026,18.203, 0.016,17.459, 0.037
201.78197774,-47.56509754, , 90134,201.781968,-47.565114, -7.15,-17.89,19.763, 0.210,20.485, 0.442,19.473, 0.031,18.595, 0.087
201.77341938,-47.56514105, , 90135,201.773419,-47.565135, -0.36,  6.62,      ,      ,21.587, 0.081,20.474, 0.126,      ,
201.77113366,-47.56508010, , 90136,201.771132,-47.565080, -1.27,  0.11,18.182, 0.029,18.423, 0.036,17.783, 0.016,16.943, 0.016
201.76947175,-47.56508721, , 90137,201.769481,-47.565088,  6.91, -0.92,20.526, 0.152,      ,      ,20.179, 0.082,19.261, 0.188
201.76051000,-47.56508639, , 90138,201.760509,-47.565088, -0.82, -1.82,      ,      ,21.056, 0.221,20.553, 0.267,19.460, 0.134
201.73813161,-47.56505812, , 90139,201.738126,-47.565056, -4.06,  2.20,18.492, 0.228,18.581, 0.013,17.850, 0.016,16.991, 0.015
201.72685690,-47.56510258, , 90140,201.726859,-47.565109,  1.47, -6.90,      ,      ,20.808, 0.171,20.158, 0.169,19.724, 0.485
201.72645680,-47.56507304, , 90141,201.726456,-47.565073, -0.51, -0.02,17.691, 0.094,17.777, 0.021,16.992, 0.013,15.997, 0.017
201.69932564,-47.56510545, , 90142,201.699330,-47.565107,  3.22, -1.64,20.811, 0.424,20.833, 0.397,20.236, 0.261,19.519, 0.271
201.69299641,-47.56507477, , 90143,201.692995,-47.565068, -1.04,  7.35,20.633, 0.433,20.667, 0.109,19.911, 0.045,19.046, 0.091
201.68791757,-47.56509516, , 90144,201.687916,-47.565088, -1.08,  7.77,19.918, 0.205,20.404, 0.310,19.723, 0.080,18.846, 0.050
201.68632939,-47.56504364, , 90145,201.686330,-47.565042,  0.45,  1.86,18.374, 0.114,18.621, 0.030,18.056, 0.022,17.290, 0.056
201.67861620,-47.56505438, , 90146,201.678629,-47.565053,  9.37,  1.45,19.136, 0.271,19.321, 0.145,18.907, 0.060,18.028, 0.054
201.67200180,-47.56503410, , 90147,201.672007,-47.565034,  3.80,  0.23,21.028, 0.723,21.375, 0.700,19.852, 0.058,18.918, 0.146
201.66960074,-47.56504105, , 90148,201.669589,-47.565053, -8.75,-13.14,      ,      ,19.269, 0.256,19.071, 0.167,18.292, 0.043
201.65373406,-47.56506481, , 90149,201.653734,-47.565066, -0.13, -1.42,19.789, 0.086,20.302, 0.219,19.511, 0.097,18.673, 0.070
201.63682302,-47.56504419, , 90150,201.636825,-47.565043,  1.46,  1.24,18.625, 0.160,18.781, 0.029,18.202, 0.010,17.405, 0.039
201.63625106,-47.56498505, , 90151,201.636252,-47.564983,  0.65,  2.18,18.964, 0.181,19.029, 0.032,18.519, 0.019,17.750, 0.046
201.62497818,-47.56503404, , 90152,201.624978,-47.565035, -0.09, -1.05,17.629, 0.043,17.990, 0.079,17.503, 0.036,16.718, 0.055
201.62258886,-47.56501441, , 90153,201.622616,-47.565031, 20.12,-18.27,19.431, 0.210,19.806, 0.215,19.466, 0.208,18.694, 0.115
201.61536333,-47.56500482, , 90154,201.615362,-47.565005, -1.02, -0.20,19.916, 0.206,20.249, 0.050,19.616, 0.015,18.740, 0.029
201.61444515,-47.56496466, , 90155,201.614452,-47.564971,  5.02, -7.06,      ,      ,21.676, 0.173,20.660, 0.118,19.521, 0.152
201.60390838,-47.56501068, , 90156,201.603921,-47.565005,  9.40,  6.22,      ,      ,21.948, 0.126,20.913, 0.113,      ,
201.60141508,-47.56495250, , 90157,201.601416,-47.564954,  0.76, -1.52,19.089, 0.045,19.473, 0.086,18.853, 0.052,18.132, 0.090
201.59917184,-47.56500989, , 90158,201.599182,-47.565012,  7.46, -2.25,21.258, 0.177,21.377, 0.337,20.423, 0.121,19.392, 0.139
201.59559950,-47.56496781, , 90159,201.595593,-47.564960, -4.76,  8.55,      ,      ,21.597, 0.273,20.770, 0.151,19.958, 0.253
201.58936316,-47.56496236, , 90160,201.589365,-47.564960,  1.36,  2.58,18.724, 0.132,18.859, 0.021,18.295, 0.013,17.536, 0.025
201.58457669,-47.56496614, , 90161,201.584577,-47.564966,  0.19,  0.03,15.659, 0.012,15.561, 0.012,14.619, 0.013,13.500, 0.014
201.58325316,-47.56498482, , 90162,201.583289,-47.564944, 26.38, 44.79,20.437, 2.123,18.153, 0.540,19.213, 0.218,      ,
201.58020755,-47.56494585, , 90163,201.580207,-47.564947, -0.45, -1.20,18.763, 0.084,18.948, 0.015,18.390, 0.014,17.617, 0.031
201.57455422,-47.56495342, , 90164,201.574557,-47.564955,  2.01, -1.73,      ,      ,21.866, 0.400,20.681, 0.176,19.733, 0.114
201.57350077,-47.56494743, , 90165,201.573504,-47.564944,  2.30,  3.87,20.320, 0.210,20.685, 0.158,19.787, 0.081,18.918, 0.107
201.56896692,-47.56492945, , 90166,201.568964,-47.564925, -2.24,  4.87,20.226, 0.196,20.062, 0.064,19.148, 0.045,18.132, 0.048
201.56831533,-47.56497067, , 90167,201.568312,-47.564944, -2.50, 29.30,      ,      ,22.332, 0.110,21.452, 0.205,20.264, 0.194
201.56673275,-47.56494399, , 90168,201.566730,-47.564953, -2.03, -9.92,19.868, 0.195,20.085, 0.064,19.366, 0.060,18.553, 0.080
201.52587653,-47.56483877, , 90169,201.525874,-47.564838, -1.95,  0.78,20.759, 0.094,20.926, 0.117,20.262, 0.103,19.296, 0.074
201.52253323,-47.56482832, , 90170,201.522524,-47.564829, -6.90, -0.62,      ,      ,22.202, 0.115,21.066, 0.073,19.897, 0.076
201.50422353,-47.56478161, , 90171,201.504211,-47.564788, -9.17, -7.05,      ,      ,22.406, 0.128,21.559, 0.147,20.192, 0.003
201.49991140,-47.56478557, , 90172,201.499911,-47.564786, -0.21, -0.59,18.389, 0.092,18.647, 0.031,18.122, 0.011,      ,
201.49118131,-47.56473388, , 90173,201.491210,-47.564745, 21.18,-12.17,      ,      ,      ,      ,22.434, 0.422,21.073, 0.284
201.48650206,-47.56474975, , 90174,201.486496,-47.564744, -4.39,  6.41,18.222, 0.026,18.481, 0.062,18.013, 0.044,17.255, 0.044
201.45675573,-47.56469123, , 90175,201.456759,-47.564694,  2.33, -2.91,21.622, 0.204,21.606, 0.150,20.827, 0.088,19.856, 0.113
201.37149703,-47.56443647, , 90176,201.371498,-47.564452,  0.76,-16.93,      ,      ,      ,      ,22.240, 0.275,21.094, 0.409
201.35368731,-47.56436545, , 90177,201.353667,-47.564359,-15.04,  7.18,      ,      ,24.118, 1.158,21.432, 0.122,18.748, 0.068
201.99604744,-47.56490464, , 90179,201.996049,-47.564907,  1.07, -2.52,      ,      ,20.834, 0.053,20.024, 0.041,19.177, 0.090
201.98424213,-47.56488487, , 90180,201.984283,-47.564886, 30.22, -1.36,      ,      ,23.393, 0.566,22.133, 0.200,21.350, 0.454
201.97239846,-47.56492482, , 90181,201.972399,-47.564926,  0.32, -1.41,18.200, 0.031,18.414, 0.009,17.806, 0.007,16.968, 0.026
201.96351315,-47.56496263, , 90182,201.963530,-47.564960, 12.44,  2.88,      ,      ,      ,      ,23.046, 0.684,21.374, 0.217
201.94100375,-47.56497139, , 90183,201.941012,-47.564970,  6.05,  1.52,      ,      ,22.768, 0.292,21.825, 0.126,20.734, 0.274
201.92589194,-47.56495219, , 90184,201.925891,-47.564953, -0.61, -0.95,18.940, 0.026,19.206, 0.019,18.663, 0.016,17.904, 0.035
201.90645876,-47.56498723, , 90185,201.906479,-47.564984, 14.86,  3.66,      ,      ,22.626, 0.386,22.075, 0.218,20.784, 0.240
201.88858927,-47.56497738, , 90186,201.888577,-47.564987, -9.10,-10.47,      ,      ,      ,      ,21.532, 0.308,20.315, 0.286
